Slope,Elevation,Corina,Target
246,2393,Natural grasslands,1.0
242,2426,Natural grasslands,1.0
242,2423,Natural grasslands,1.0
240,2424,Natural grasslands,1.0
240,2423,Natural grasslands,1.0
239,2423,Natural grasslands,1.0
238,2419,Natural grasslands,1.0
238,2417,Natural grasslands,1.0
239,2414,Natural grasslands,1.0
241,2411,Natural grasslands,1.0
242,2408,Natural grasslands,1.0
245,2405,Natural grasslands,1.0
246,2401,Natural grasslands,1.0
247,2399,Natural grasslands,1.0
247,2397,Natural grasslands,1.0
240,2432,Natural grasslands,1.0
239,2431,Natural grasslands,1.0
239,2428,Natural grasslands,1.0
238,2429,Natural grasslands,1.0
238,2425,Natural grasslands,1.0
238,2424,Natural grasslands,1.0
238,2421,Natural grasslands,1.0
239,2419,Natural grasslands,1.0
241,2413,Natural grasslands,1.0
243,2410,Natural grasslands,1.0
246,2406,Natural grasslands,1.0
247,2401,Natural grasslands,1.0
248,2399,Natural grasslands,1.0
237,2437,Natural grasslands,1.0
239,2439,Natural grasslands,1.0
238,2434,Natural grasslands,1.0
238,2435,Natural grasslands,1.0
238,2434,Natural grasslands,1.0
238,2433,Natural grasslands,1.0
238,2428,Natural grasslands,1.0
238,2426,Natural grasslands,1.0
239,2420,Natural grasslands,1.0
241,2415,Natural grasslands,1.0
244,2411,Natural grasslands,1.0
246,2406,Natural grasslands,1.0
235,2444,Natural grasslands,1.0
236,2445,Natural grasslands,1.0
237,2444,Natural grasslands,1.0
238,2445,Natural grasslands,1.0
238,2442,Natural grasslands,1.0
238,2441,Natural grasslands,1.0
238,2439,Natural grasslands,1.0
238,2435,Natural grasslands,1.0
239,2426,Natural grasslands,1.0
241,2420,Natural grasslands,1.0
244,2414,Natural grasslands,1.0
236,2456,Natural grasslands,1.0
237,2453,Natural grasslands,1.0
238,2453,Natural grasslands,1.0
239,2452,Natural grasslands,1.0
238,2449,Natural grasslands,1.0
237,2443,Natural grasslands,1.0
236,2439,Natural grasslands,1.0
238,2429,Natural grasslands,1.0
239,2426,Natural grasslands,1.0
241,2421,Natural grasslands,1.0
239,2461,Natural grasslands,1.0
239,2457,Natural grasslands,1.0
238,2454,Natural grasslands,1.0
244,2504,Sparsely vegetated areas,1.0
244,2500,Sparsely vegetated areas,1.0
243,2493,Sparsely vegetated areas,1.0
240,2487,Sparsely vegetated areas,1.0
241,2482,Sparsely vegetated areas,1.0
241,2477,Sparsely vegetated areas,1.0
242,2502,Sparsely vegetated areas,1.0
238,2495,Sparsely vegetated areas,1.0
237,2490,Sparsely vegetated areas,1.0
234,2483,Sparsely vegetated areas,1.0
237,2478,Sparsely vegetated areas,1.0
237,2472,Sparsely vegetated areas,1.0
241,2469,Sparsely vegetated areas,1.0
245,2464,Sparsely vegetated areas,1.0
246,2464,Sparsely vegetated areas,1.0
249,2462,Sparsely vegetated areas,1.0
237,2499,Sparsely vegetated areas,1.0
229,2490,Sparsely vegetated areas,1.0
230,2484,Sparsely vegetated areas,1.0
228,2478,Sparsely vegetated areas,1.0
230,2471,Sparsely vegetated areas,1.0
236,2464,Sparsely vegetated areas,1.0
235,2458,Sparsely vegetated areas,1.0
241,2457,Sparsely vegetated areas,1.0
239,2458,Sparsely vegetated areas,1.0
242,2457,Sparsely vegetated areas,1.0
242,2458,Sparsely vegetated areas,1.0
246,2456,Sparsely vegetated areas,1.0
229,2497,Sparsely vegetated areas,1.0
223,2490,Sparsely vegetated areas,1.0
222,2484,Sparsely vegetated areas,1.0
217,2475,Sparsely vegetated areas,1.0
214,2466,Sparsely vegetated areas,1.0
220,2455,Sparsely vegetated areas,1.0
222,2453,Sparsely vegetated areas,1.0
224,2451,Sparsely vegetated areas,1.0
230,2448,Sparsely vegetated areas,1.0
229,2453,Sparsely vegetated areas,1.0
235,2450,Sparsely vegetated areas,1.0
233,2449,Sparsely vegetated areas,1.0
237,2449,Sparsely vegetated areas,1.0
237,2451,Sparsely vegetated areas,1.0
234,2447,Sparsely vegetated areas,1.0
213,2489,Sparsely vegetated areas,1.0
213,2479,Sparsely vegetated areas,1.0
208,2468,Sparsely vegetated areas,1.0
208,2455,Sparsely vegetated areas,1.0
209,2452,Sparsely vegetated areas,1.0
211,2446,Sparsely vegetated areas,1.0
217,2442,Sparsely vegetated areas,1.0
215,2444,Sparsely vegetated areas,1.0
219,2437,Sparsely vegetated areas,1.0
220,2437,Sparsely vegetated areas,1.0
223,2438,Sparsely vegetated areas,1.0
228,2439,Sparsely vegetated areas,1.0
226,2439,Sparsely vegetated areas,1.0
229,2445,Sparsely vegetated areas,1.0
223,2440,Sparsely vegetated areas,1.0
223,2437,Sparsely vegetated areas,1.0
211,2473,Sparsely vegetated areas,1.0
206,2459,Sparsely vegetated areas,1.0
204,2455,Sparsely vegetated areas,1.0
204,2445,Sparsely vegetated areas,1.0
204,2440,Sparsely vegetated areas,1.0
206,2438,Sparsely vegetated areas,1.0
209,2427,Sparsely vegetated areas,1.0
210,2423,Sparsely vegetated areas,1.0
209,2422,Sparsely vegetated areas,1.0
213,2422,Sparsely vegetated areas,1.0
209,2424,Sparsely vegetated areas,1.0
216,2421,Sparsely vegetated areas,1.0
215,2427,Sparsely vegetated areas,1.0
217,2429,Sparsely vegetated areas,1.0
215,2426,Sparsely vegetated areas,1.0
210,2425,Sparsely vegetated areas,1.0
206,2461,Sparsely vegetated areas,1.0
204,2450,Sparsely vegetated areas,1.0
203,2444,Sparsely vegetated areas,1.0
203,2438,Sparsely vegetated areas,1.0
204,2424,Sparsely vegetated areas,1.0
205,2415,Sparsely vegetated areas,1.0
204,2411,Sparsely vegetated areas,1.0
205,2405,Sparsely vegetated areas,1.0
201,2403,Sparsely vegetated areas,1.0
202,2399,Sparsely vegetated areas,1.0
196,2409,Sparsely vegetated areas,1.0
200,2408,Sparsely vegetated areas,1.0
197,2411,Sparsely vegetated areas,1.0
204,2415,Sparsely vegetated areas,1.0
200,2409,Sparsely vegetated areas,1.0
202,2403,Sparsely vegetated areas,1.0
209,2452,Sparsely vegetated areas,1.0
206,2444,Sparsely vegetated areas,1.0
204,2429,Sparsely vegetated areas,1.0
203,2416,Sparsely vegetated areas,1.0
203,2407,Sparsely vegetated areas,1.0
202,2398,Sparsely vegetated areas,1.0
200,2389,Sparsely vegetated areas,1.0
198,2380,Sparsely vegetated areas,1.0
194,2388,Sparsely vegetated areas,1.0
193,2384,Sparsely vegetated areas,1.0
190,2389,Sparsely vegetated areas,1.0
191,2394,Sparsely vegetated areas,1.0
192,2392,Sparsely vegetated areas,1.0
194,2389,Sparsely vegetated areas,1.0
197,2390,Sparsely vegetated areas,1.0
197,2383,Sparsely vegetated areas,1.0
210,2438,Sparsely vegetated areas,1.0
207,2424,Sparsely vegetated areas,1.0
205,2414,Sparsely vegetated areas,1.0
204,2402,Sparsely vegetated areas,1.0
202,2393,Sparsely vegetated areas,1.0
199,2381,Sparsely vegetated areas,1.0
198,2375,Sparsely vegetated areas,1.0
197,2366,Sparsely vegetated areas,1.0
195,2369,Sparsely vegetated areas,1.0
193,2369,Sparsely vegetated areas,1.0
191,2367,Sparsely vegetated areas,1.0
191,2367,Sparsely vegetated areas,1.0
190,2372,Sparsely vegetated areas,1.0
193,2369,Sparsely vegetated areas,1.0
194,2367,Sparsely vegetated areas,1.0
196,2358,Sparsely vegetated areas,1.0
215,2425,Sparsely vegetated areas,1.0
209,2413,Sparsely vegetated areas,1.0
207,2403,Sparsely vegetated areas,1.0
204,2391,Sparsely vegetated areas,1.0
200,2383,Sparsely vegetated areas,1.0
200,2366,Sparsely vegetated areas,1.0
198,2360,Sparsely vegetated areas,1.0
198,2353,Sparsely vegetated areas,1.0
197,2347,Sparsely vegetated areas,1.0
198,2343,Sparsely vegetated areas,1.0
193,2348,Sparsely vegetated areas,1.0
194,2346,Sparsely vegetated areas,1.0
193,2347,Sparsely vegetated areas,1.0
195,2343,Sparsely vegetated areas,1.0
198,2354,Sparsely vegetated areas,1.0
202,2345,Sparsely vegetated areas,1.0
216,2415,Sparsely vegetated areas,1.0
212,2405,Sparsely vegetated areas,1.0
210,2395,Sparsely vegetated areas,1.0
203,2377,Sparsely vegetated areas,1.0
198,2367,Sparsely vegetated areas,1.0
198,2352,Sparsely vegetated areas,1.0
200,2340,Sparsely vegetated areas,1.0
202,2329,Sparsely vegetated areas,1.0
201,2329,Sparsely vegetated areas,1.0
203,2324,Sparsely vegetated areas,1.0
200,2324,Sparsely vegetated areas,1.0
198,2331,Sparsely vegetated areas,1.0
202,2327,Sparsely vegetated areas,1.0
202,2335,Sparsely vegetated areas,1.0
205,2332,Sparsely vegetated areas,1.0
215,2405,Sparsely vegetated areas,1.0
211,2392,Sparsely vegetated areas,1.0
205,2383,Sparsely vegetated areas,1.0
197,2365,Sparsely vegetated areas,1.0
190,2348,Sparsely vegetated areas,1.0
195,2331,Sparsely vegetated areas,1.0
209,2386,Sparsely vegetated areas,1.0
205,2379,Sparsely vegetated areas,1.0
197,2369,Sparsely vegetated areas,1.0
187,2346,Sparsely vegetated areas,1.0
186,2332,Sparsely vegetated areas,1.0
208,2378,Sparsely vegetated areas,1.0
197,2370,Sparsely vegetated areas,1.0
186,2363,Sparsely vegetated areas,1.0
180,2332,Sparsely vegetated areas,1.0
190,2355,Sparsely vegetated areas,1.0
183,2338,Sparsely vegetated areas,1.0
186,2336,Sparsely vegetated areas,1.0
215,2380,Natural grasslands,1.0
247,2381,Natural grasslands,1.0
233,2380,Natural grasslands,1.0
228,2380,Natural grasslands,1.0
211,2367,Natural grasslands,1.0
205,2357,Natural grasslands,1.0
209,2351,Natural grasslands,1.0
221,2340,Natural grasslands,1.0
234,2334,Natural grasslands,1.0
245,2380,Natural grasslands,1.0
248,2377,Natural grasslands,1.0
241,2379,Natural grasslands,1.0
230,2374,Natural grasslands,1.0
213,2367,Natural grasslands,1.0
204,2347,Natural grasslands,1.0
214,2344,Natural grasslands,1.0
214,2338,Natural grasslands,1.0
226,2332,Natural grasslands,1.0
230,2326,Natural grasslands,1.0
229,2319,Natural grasslands,1.0
218,2310,Natural grasslands,1.0
210,2306,Natural grasslands,1.0
244,2379,Natural grasslands,1.0
249,2380,Natural grasslands,1.0
244,2380,Natural grasslands,1.0
238,2374,Natural grasslands,1.0
229,2370,Natural grasslands,1.0
217,2364,Natural grasslands,1.0
212,2361,Natural grasslands,1.0
211,2342,Natural grasslands,1.0
218,2336,Natural grasslands,1.0
224,2328,Natural grasslands,1.0
228,2320,Natural grasslands,1.0
224,2312,Natural grasslands,1.0
220,2309,Natural grasslands,1.0
216,2300,Natural grasslands,1.0
210,2297,Natural grasslands,1.0
210,2292,Natural grasslands,1.0
209,2277,Natural grasslands,1.0
247,2375,Natural grasslands,1.0
248,2377,Natural grasslands,1.0
246,2381,Natural grasslands,1.0
243,2378,Natural grasslands,1.0
232,2373,Natural grasslands,1.0
231,2367,Natural grasslands,1.0
222,2362,Natural grasslands,1.0
215,2351,Natural grasslands,1.0
212,2345,Natural grasslands,1.0
217,2334,Natural grasslands,1.0
218,2324,Natural grasslands,1.0
219,2313,Natural grasslands,1.0
218,2309,Natural grasslands,1.0
216,2301,Natural grasslands,1.0
214,2296,Natural grasslands,1.0
213,2288,Natural grasslands,1.0
212,2285,Natural grasslands,1.0
212,2273,Natural grasslands,1.0
211,2262,Natural grasslands,1.0
211,2250,Natural grasslands,1.0
250,2375,Natural grasslands,1.0
247,2375,Natural grasslands,1.0
246,2376,Natural grasslands,1.0
234,2374,Natural grasslands,1.0
228,2371,Natural grasslands,1.0
221,2367,Natural grasslands,1.0
218,2355,Natural grasslands,1.0
212,2351,Natural grasslands,1.0
212,2339,Natural grasslands,1.0
209,2329,Natural grasslands,1.0
213,2318,Natural grasslands,1.0
216,2313,Natural grasslands,1.0
210,2302,Natural grasslands,1.0
211,2295,Natural grasslands,1.0
211,2287,Natural grasslands,1.0
212,2285,Natural grasslands,1.0
213,2274,Natural grasslands,1.0
214,2270,Natural grasslands,1.0
213,2257,Natural grasslands,1.0
212,2246,Natural grasslands,1.0
213,2232,Natural grasslands,1.0
215,2226,Natural grasslands,1.0
217,2217,Natural grasslands,1.0
242,2375,Natural grasslands,1.0
238,2372,Natural grasslands,1.0
235,2370,Natural grasslands,1.0
231,2369,Natural grasslands,1.0
220,2368,Natural grasslands,1.0
219,2358,Natural grasslands,1.0
214,2356,Natural grasslands,1.0
214,2346,Natural grasslands,1.0
210,2337,Natural grasslands,1.0
208,2321,Natural grasslands,1.0
210,2315,Natural grasslands,1.0
210,2305,Natural grasslands,1.0
211,2298,Natural grasslands,1.0
206,2290,Natural grasslands,1.0
207,2284,Natural grasslands,1.0
208,2271,Natural grasslands,1.0
212,2271,Natural grasslands,1.0
215,2264,Natural grasslands,1.0
213,2256,Natural grasslands,1.0
214,2241,Natural grasslands,1.0
210,2233,Natural grasslands,1.0
211,2222,Natural grasslands,1.0
216,2219,Natural grasslands,1.0
219,2212,Natural grasslands,1.0
225,2201,Natural grasslands,1.0
227,2193,Natural grasslands,1.0
229,2185,Natural grasslands,1.0
237,2372,Natural grasslands,1.0
234,2370,Natural grasslands,1.0
220,2365,Natural grasslands,1.0
223,2363,Natural grasslands,1.0
212,2362,Natural grasslands,1.0
219,2356,Natural grasslands,1.0
209,2358,Natural grasslands,1.0
210,2349,Natural grasslands,1.0
210,2342,Natural grasslands,1.0
207,2334,Natural grasslands,1.0
206,2328,Natural grasslands,1.0
207,2309,Natural grasslands,1.0
209,2300,Natural grasslands,1.0
210,2293,Natural grasslands,1.0
206,2287,Natural grasslands,1.0
203,2272,Natural grasslands,1.0
206,2269,Natural grasslands,1.0
210,2260,Natural grasslands,1.0
212,2255,Natural grasslands,1.0
213,2249,Natural grasslands,1.0
210,2247,Natural grasslands,1.0
208,2231,Natural grasslands,1.0
207,2221,Natural grasslands,1.0
210,2212,Natural grasslands,1.0
213,2207,Natural grasslands,1.0
218,2196,Natural grasslands,1.0
224,2190,Natural grasslands,1.0
228,2182,Natural grasslands,1.0
229,2178,Sparsely vegetated areas,1.0
225,2170,Sparsely vegetated areas,1.0
225,2160,Sparsely vegetated areas,1.0
242,2363,Natural grasslands,1.0
222,2361,Natural grasslands,1.0
213,2360,Natural grasslands,1.0
201,2355,Natural grasslands,1.0
204,2346,Natural grasslands,1.0
201,2352,Natural grasslands,1.0
201,2343,Natural grasslands,1.0
203,2339,Natural grasslands,1.0
205,2332,Natural grasslands,1.0
206,2329,Natural grasslands,1.0
205,2318,Natural grasslands,1.0
205,2307,Natural grasslands,1.0
206,2297,Natural grasslands,1.0
208,2289,Natural grasslands,1.0
204,2277,Natural grasslands,1.0
204,2274,Natural grasslands,1.0
201,2261,Natural grasslands,1.0
204,2253,Natural grasslands,1.0
209,2245,Natural grasslands,1.0
211,2242,Natural grasslands,1.0
210,2233,Natural grasslands,1.0
205,2226,Natural grasslands,1.0
205,2218,Natural grasslands,1.0
204,2210,Natural grasslands,1.0
210,2197,Natural grasslands,1.0
215,2194,Natural grasslands,1.0
219,2184,Natural grasslands,1.0
227,2178,Natural grasslands,1.0
227,2173,Sparsely vegetated areas,1.0
227,2169,Sparsely vegetated areas,1.0
223,2160,Sparsely vegetated areas,1.0
221,2154,Sparsely vegetated areas,1.0
221,2145,Sparsely vegetated areas,1.0
239,2358,Natural grasslands,1.0
237,2358,Natural grasslands,1.0
218,2348,Natural grasslands,1.0
204,2340,Natural grasslands,1.0
196,2341,Natural grasslands,1.0
197,2330,Natural grasslands,1.0
195,2328,Natural grasslands,1.0
199,2324,Natural grasslands,1.0
199,2322,Natural grasslands,1.0
205,2315,Natural grasslands,1.0
206,2307,Natural grasslands,1.0
204,2300,Natural grasslands,1.0
204,2292,Natural grasslands,1.0
204,2280,Natural grasslands,1.0
204,2278,Natural grasslands,1.0
202,2265,Natural grasslands,1.0
202,2258,Natural grasslands,1.0
202,2248,Natural grasslands,1.0
207,2240,Natural grasslands,1.0
209,2229,Natural grasslands,1.0
211,2220,Natural grasslands,1.0
207,2216,Natural grasslands,1.0
203,2211,Natural grasslands,1.0
203,2200,Transitional woodland,1.0
206,2198,Transitional woodland,1.0
210,2186,Transitional woodland,1.0
213,2179,Natural grasslands,1.0
218,2172,Sparsely vegetated areas,1.0
223,2168,Sparsely vegetated areas,1.0
222,2162,Sparsely vegetated areas,1.0
221,2154,Sparsely vegetated areas,1.0
217,2148,Sparsely vegetated areas,1.0
219,2142,Sparsely vegetated areas,1.0
244,2358,Natural grasslands,1.0
236,2350,Natural grasslands,1.0
217,2342,Natural grasslands,1.0
204,2327,Natural grasslands,1.0
202,2324,Natural grasslands,1.0
201,2320,Natural grasslands,1.0
203,2313,Natural grasslands,1.0
203,2309,Natural grasslands,1.0
204,2303,Natural grasslands,1.0
206,2299,Natural grasslands,1.0
205,2297,Natural grasslands,1.0
205,2292,Natural grasslands,1.0
202,2282,Natural grasslands,1.0
201,2280,Natural grasslands,1.0
202,2267,Natural grasslands,1.0
200,2260,Natural grasslands,1.0
200,2252,Natural grasslands,1.0
201,2243,Natural grasslands,1.0
203,2231,Natural grasslands,1.0
206,2219,Natural grasslands,1.0
209,2213,Natural grasslands,1.0
208,2207,Transitional woodland,1.0
206,2199,Transitional woodland,1.0
202,2199,Transitional woodland,1.0
205,2187,Transitional woodland,1.0
206,2180,Transitional woodland,1.0
212,2173,Transitional woodland,1.0
216,2167,Transitional woodland,1.0
219,2159,Transitional woodland,1.0
220,2150,Sparsely vegetated areas,1.0
219,2148,Sparsely vegetated areas,1.0
217,2144,Sparsely vegetated areas,1.0
229,2349,Natural grasslands,1.0
204,2334,Natural grasslands,1.0
205,2332,Natural grasslands,1.0
196,2318,Natural grasslands,1.0
198,2312,Natural grasslands,1.0
203,2304,Natural grasslands,1.0
203,2294,Natural grasslands,1.0
204,2286,Natural grasslands,1.0
205,2286,Natural grasslands,1.0
205,2281,Natural grasslands,1.0
204,2281,Natural grasslands,1.0
200,2280,Natural grasslands,1.0
199,2267,Natural grasslands,1.0
199,2261,Natural grasslands,1.0
200,2254,Natural grasslands,1.0
199,2245,Natural grasslands,1.0
198,2232,Natural grasslands,1.0
200,2219,Natural grasslands,1.0
203,2214,Transitional woodland,1.0
208,2207,Transitional woodland,1.0
208,2200,Transitional woodland,1.0
207,2196,Transitional woodland,1.0
207,2185,Transitional woodland,1.0
206,2179,Transitional woodland,1.0
208,2173,Transitional woodland,1.0
210,2166,Transitional woodland,1.0
214,2157,Transitional woodland,1.0
216,2148,Transitional woodland,1.0
217,2146,Transitional woodland,1.0
216,2142,Transitional woodland,1.0
244,2349,Natural grasslands,1.0
215,2345,Natural grasslands,1.0
200,2326,Natural grasslands,1.0
192,2321,Natural grasslands,1.0
194,2309,Natural grasslands,1.0
194,2295,Natural grasslands,1.0
199,2280,Natural grasslands,1.0
200,2277,Natural grasslands,1.0
201,2269,Natural grasslands,1.0
202,2266,Natural grasslands,1.0
200,2260,Natural grasslands,1.0
199,2266,Natural grasslands,1.0
195,2258,Natural grasslands,1.0
196,2253,Natural grasslands,1.0
196,2244,Natural grasslands,1.0
198,2234,Natural grasslands,1.0
200,2221,Transitional woodland,1.0
201,2216,Transitional woodland,1.0
205,2207,Transitional woodland,1.0
206,2201,Transitional woodland,1.0
209,2200,Transitional woodland,1.0
211,2187,Transitional woodland,1.0
210,2178,Transitional woodland,1.0
210,2172,Transitional woodland,1.0
208,2164,Transitional woodland,1.0
210,2156,Transitional woodland,1.0
211,2145,Transitional woodland,1.0
214,2144,Transitional woodland,1.0
225,2340,Natural grasslands,1.0
196,2333,Natural grasslands,1.0
190,2317,Natural grasslands,1.0
188,2300,Natural grasslands,1.0
190,2283,Natural grasslands,1.0
192,2277,Natural grasslands,1.0
195,2265,Natural grasslands,1.0
198,2258,Natural grasslands,1.0
196,2249,Natural grasslands,1.0
198,2252,Natural grasslands,1.0
195,2244,Natural grasslands,1.0
193,2247,Natural grasslands,1.0
191,2239,Natural grasslands,1.0
193,2230,Natural grasslands,1.0
194,2219,Natural grasslands,1.0
197,2217,Transitional woodland,1.0
199,2209,Transitional woodland,1.0
203,2204,Transitional woodland,1.0
207,2200,Transitional woodland,1.0
213,2187,Transitional woodland,1.0
213,2179,Transitional woodland,1.0
216,2172,Transitional woodland,1.0
214,2163,Transitional woodland,1.0
213,2155,Transitional woodland,1.0
212,2143,Transitional woodland,1.0
212,2142,Transitional woodland,1.0
232,2344,Natural grasslands,1.0
222,2332,Natural grasslands,1.0
195,2314,Natural grasslands,1.0
186,2293,Natural grasslands,1.0
186,2282,Natural grasslands,1.0
189,2267,Natural grasslands,1.0
192,2257,Natural grasslands,1.0
193,2246,Natural grasslands,1.0
194,2244,Natural grasslands,1.0
195,2230,Natural grasslands,1.0
193,2234,Natural grasslands,1.0
190,2228,Natural grasslands,1.0
191,2223,Natural grasslands,1.0
190,2212,Natural grasslands,1.0
192,2211,Natural grasslands,1.0
194,2201,Transitional woodland,1.0
198,2202,Transitional woodland,1.0
202,2200,Transitional woodland,1.0
208,2188,Transitional woodland,1.0
210,2180,Transitional woodland,1.0
216,2172,Transitional woodland,1.0
219,2164,Transitional woodland,1.0
219,2156,Transitional woodland,1.0
217,2146,Transitional woodland,1.0
214,2143,Transitional woodland,1.0
227,2337,Natural grasslands,1.0
199,2316,Natural grasslands,1.0
181,2300,Natural grasslands,1.0
182,2280,Natural grasslands,1.0
183,2266,Natural grasslands,1.0
189,2252,Natural grasslands,1.0
192,2243,Natural grasslands,1.0
193,2226,Natural grasslands,1.0
194,2226,Natural grasslands,1.0
192,2216,Natural grasslands,1.0
192,2211,Natural grasslands,1.0
189,2202,Natural grasslands,1.0
188,2203,Natural grasslands,1.0
190,2193,Natural grasslands,1.0
196,2188,Transitional woodland,1.0
197,2181,Transitional woodland,1.0
204,2184,Transitional woodland,1.0
205,2178,Transitional woodland,1.0
211,2172,Transitional woodland,1.0
217,2164,Transitional woodland,1.0
221,2157,Transitional woodland,1.0
223,2148,Transitional woodland,1.0
224,2146,Transitional woodland,1.0
197,2335,Natural grasslands,1.0
194,2309,Natural grasslands,1.0
182,2292,Natural grasslands,1.0
180,2274,Natural grasslands,1.0
185,2254,Natural grasslands,1.0
187,2232,Natural grasslands,1.0
191,2227,Natural grasslands,1.0
191,2213,Natural grasslands,1.0
191,2206,Natural grasslands,1.0
190,2196,Natural grasslands,1.0
189,2193,Natural grasslands,1.0
186,2181,Natural grasslands,1.0
188,2176,Natural grasslands,1.0
190,2172,Transitional woodland,1.0
196,2174,Transitional woodland,1.0
203,2164,Transitional woodland,1.0
208,2167,Transitional woodland,1.0
215,2160,Transitional woodland,1.0
223,2157,Transitional woodland,1.0
223,2151,Transitional woodland,1.0
226,2146,Transitional woodland,1.0
223,2335,Natural grasslands,1.0
195,2320,Natural grasslands,1.0
183,2302,Natural grasslands,1.0
180,2281,Natural grasslands,1.0
174,2256,Natural grasslands,1.0
178,2240,Natural grasslands,1.0
181,2220,Natural grasslands,1.0
185,2208,Natural grasslands,1.0
187,2196,Natural grasslands,1.0
187,2189,Natural grasslands,1.0
188,2175,Natural grasslands,1.0
189,2164,Natural grasslands,1.0
189,2159,Natural grasslands,1.0
194,2159,Transitional woodland,1.0
197,2152,Transitional woodland,1.0
206,2159,Transitional woodland,1.0
208,2151,Transitional woodland,1.0
214,2149,Transitional woodland,1.0
218,2145,Transitional woodland,1.0
223,2145,Transitional woodland,1.0
226,2140,Transitional woodland,1.0
205,2322,Natural grasslands,1.0
195,2307,Natural grasslands,1.0
178,2284,Natural grasslands,1.0
177,2269,Natural grasslands,1.0
171,2244,Natural grasslands,1.0
170,2226,Natural grasslands,1.0
177,2208,Natural grasslands,1.0
179,2192,Natural grasslands,1.0
181,2174,Natural grasslands,1.0
187,2159,Natural grasslands,1.0
190,2152,Natural grasslands,1.0
197,2147,Natural grasslands,1.0
206,2144,Transitional woodland,1.0
199,2304,Natural grasslands,1.0
184,2293,Natural grasslands,1.0
171,2271,Natural grasslands,1.0
166,2254,Natural grasslands,1.0
161,2235,Natural grasslands,1.0
164,2213,Natural grasslands,1.0
168,2186,Natural grasslands,1.0
180,2163,Natural grasslands,1.0
188,2152,Natural grasslands,1.0
199,2142,Natural grasslands,1.0
207,2296,Natural grasslands,1.0
189,2290,Natural grasslands,1.0
182,2278,Natural grasslands,1.0
173,2262,Natural grasslands,1.0
165,2240,Natural grasslands,1.0
161,2212,Natural grasslands,1.0
166,2183,Natural grasslands,1.0
174,2164,Natural grasslands,1.0
191,2150,Natural grasslands,1.0
209,2291,Natural grasslands,1.0
196,2283,Natural grasslands,1.0
178,2265,Natural grasslands,1.0
168,2240,Natural grasslands,1.0
166,2212,Natural grasslands,1.0
164,2191,Natural grasslands,1.0
168,2170,Natural grasslands,1.0
178,2156,Natural grasslands,1.0
195,2145,Natural grasslands,1.0
206,2283,Natural grasslands,1.0
186,2266,Natural grasslands,1.0
176,2242,Natural grasslands,1.0
171,2222,Natural grasslands,1.0
168,2200,Natural grasslands,1.0
171,2181,Natural grasslands,1.0
177,2160,Natural grasslands,1.0
190,2143,Natural grasslands,1.0
227,2283,Natural grasslands,1.0
213,2268,Natural grasslands,1.0
193,2253,Natural grasslands,1.0
175,2233,Natural grasslands,1.0
172,2213,Natural grasslands,1.0
181,2192,Natural grasslands,1.0
182,2172,Natural grasslands,1.0
190,2146,Natural grasslands,1.0
221,2274,Natural grasslands,1.0
205,2261,Natural grasslands,1.0
194,2247,Natural grasslands,1.0
174,2228,Natural grasslands,1.0
176,2204,Natural grasslands,1.0
181,2177,Natural grasslands,1.0
193,2158,Natural grasslands,1.0
226,2275,Natural grasslands,1.0
221,2267,Natural grasslands,1.0
208,2256,Natural grasslands,1.0
190,2239,Natural grasslands,1.0
177,2213,Natural grasslands,1.0
181,2190,Natural grasslands,1.0
192,2170,Natural grasslands,1.0
202,2155,Natural grasslands,1.0
231,1892,Sparsely vegetated areas,1.0
224,1881,Sparsely vegetated areas,1.0
214,2053,Natural grasslands,1.0
209,2063,Natural grasslands,1.0
204,2074,Natural grasslands,1.0
200,2089,Natural grasslands,1.0
200,2106,Natural grasslands,1.0
200,2120,Natural grasslands,1.0
226,2269,Natural grasslands,1.0
214,2259,Natural grasslands,1.0
199,2243,Natural grasslands,1.0
187,2228,Natural grasslands,1.0
180,2206,Natural grasslands,1.0
180,2186,Natural grasslands,1.0
192,2168,Natural grasslands,1.0
204,2152,Natural grasslands,1.0
236,1912,Sparsely vegetated areas,1.0
235,1901,Sparsely vegetated areas,1.0
232,1892,Sparsely vegetated areas,1.0
227,1883,Sparsely vegetated areas,1.0
211,2028,Natural grasslands,1.0
209,2041,Natural grasslands,1.0
201,2053,Natural grasslands,1.0
198,2067,Natural grasslands,1.0
194,2080,Natural grasslands,1.0
195,2098,Natural grasslands,1.0
193,2110,Natural grasslands,1.0
200,2122,Natural grasslands,1.0
225,2266,Natural grasslands,1.0
218,2257,Natural grasslands,1.0
209,2251,Natural grasslands,1.0
201,2235,Natural grasslands,1.0
187,2220,Natural grasslands,1.0
181,2202,Natural grasslands,1.0
190,2182,Natural grasslands,1.0
194,2159,Natural grasslands,1.0
242,1925,Sparsely vegetated areas,1.0
242,1918,Sparsely vegetated areas,1.0
239,1911,Sparsely vegetated areas,1.0
237,1904,Sparsely vegetated areas,1.0
232,1896,Sparsely vegetated areas,1.0
222,1886,Sparsely vegetated areas,1.0
205,2031,Natural grasslands,1.0
201,2039,Natural grasslands,1.0
194,2057,Natural grasslands,1.0
187,2068,Natural grasslands,1.0
188,2082,Natural grasslands,1.0
187,2099,Natural grasslands,1.0
192,2114,Natural grasslands,1.0
197,2129,Natural grasslands,1.0
204,2144,Natural grasslands,1.0
210,2157,Natural grasslands,1.0
226,2259,Natural grasslands,1.0
215,2247,Natural grasslands,1.0
203,2238,Natural grasslands,1.0
